label,text
siata,Qué tormenta de arena la que provocó la voltiada a la sanción de Braghieri ay dios ya vamos a inundar a Colombia c… https://t.co/VnVm4d1ZAH
siata,Que tormenta es esta!🌧
nosiata,hay una tormenta de la concha de la lora soy feliz
siata,en la vereda el colorado guarne un fuerte aguacero nos dejó sin luz. Estamos esperando a @EPMestamosahi para que rehabiliten el servicio
siata,Ay pero tu aguacero... 😑
siata,Qué aguacero
siata,Ya perdí la cuenta de cuántos aguaceros han caído estando aquí.
siata,El cielo vino a saludar a cántaros? Que #aguacero está como para tomarse muchos #cafés... https://t.co/eI3lXxsEtI
siata,#TípicoDeDescansoEnFinca un aguacero https://t.co/gPrl1l4ECk
siata,Después del aguacero el cielo queda limpio lleno de estrellas.... cielo..?   dije cielo...? Perdón...   el suel… https://t.co/aoa5TwPwq6
siata,Lo bueno de este aguacero es que nadie va a venir a entrenar a las 6:30 el gimnasio es todo mío 😊
siata,Que aguacero tan Cabrón!
nosiata,"""Uno sombrilla que se me caen las cejas"" Luisa en pleno aguacero "
siata,Explícame este tremendo aguacero a esta hora en Medellín! Se cae el cielo a cántaros.
siata,Gracias a Dios esos aguaceros ya no me mojan 💁🏼‍♀️ @YuseDaza
siata,Siempre es la misma duda ¿Quien se va primero?  ¿Quien es la teja rota y quien el aguacero?
siata,Suerte es que la nube aguante hasta que llegues a la casa y justo vayas entrando y pumm.. se largue el aguacero
nosiata,Ya viene el lucerito en Brisas de Robledo https://t.co/vc1lh6J8IJ
nosiata,Feliz domingo. Hoy día de nuestro señor  resucitado en Brisas de… https://t.co/B3iktUWpjW
nosiata,Todo aquel que cree en el no morirá para siempre en Brisas de Robledo https://t.co/LODqwtQQ4t
nosiata,Todos quieren ser como el papa en Brisas de Robledo https://t.co/VZ988ZlHrh
nosiata,Estoy que me playa brisa y mar con mi novia 👰🏾
siata,En el último piso de este edificio y está brisa me tiene nerviosa .. 😟😟
siata,Odio la tempestad los truenos😭😭
siata,"""Quien siembre vientos recoge tempestades."""
siata,Te voy a extrañar en la tempestad.
nosiata,voy a cuidarte por la noches voy amarte sin reproches te voy a extrañar en la tempestad y aunque existan mil razones para renunciar
siata,Te enseñaré a calmar la tormenta y a a(r)mar tempestades.
siata,Te voy a extrañar en la tempestad...
siata,Llegar uno de ese calor sabroso de @Valledupar_Col y de Santa Marta a este hpta frío 💔
siata,Lo irónico de esta encuesta es que ese 48% vive muy acalorado porque de frescura poco. https://t.co/KurIKm5ksZ
siata,El que diga que prefiere el frío antes que el calor es porque no ha sufrido un perrooo frío de esos que no te dejan ni moverte.
siata,Que calor tan hijueputaaa
siata,Último día mucho calor pero una gran experiencia. en Santa Fe De Antioquia Antioquia Colombia https://t.co/Ab5DBJPOR5
nosiata,Final.....final...final......👍🇦🇲🚁 heliskyco #sasateam1 #charliesierra  Mucho calor pero operando… https://t.co/GUtFePP8YU 
nosiata,malparidos gatos si hacen feo cuando están en calor
nosiata,Nada como el calor de hogar
nosiata,Porque en Panamá have tanto calor 🙄😑
siata,Que calor del puto diablo mi hermano eso es lapo seguro en la tarde si señor.
siata,Eh ave maría en Medallo pues! 🌞  #lafelicidá #lacalor #keepsmiling @ Pueblito Paisa https://t.co/ExF8Pjb5M3
siata,Odio el calor maldita seaaa.
siata,Parce mero hijueputa calor comenzó hacer siento que estoy sentado al frente del un horno
siata,Ya no se si estoy en #Medellín o en Melgar...que calor tan asqueroso. https://t.co/dieqDLjYY8
siata,Severa tormenta ⚡️⚡️⚡️ Severo calor 😓😓😓😓
siata,@stfhdz26 Calor? En Medellín
nosiata,Y el muñeco de nieve se acercó a la hoguera buscando calor sin saber que a veces lo que creemos necesitar es lo que más daño nos hace...
nosiata,necesito tu olor necesito tu calor necesito verte encima de mi en ropa interior
siata,Y por fin vuelve el solecito en la tarde...aunque aquí siempre encuentras amordulzura y calor… https://t.co/bqbvwG0Zx6
nosiata,"""La bicicleta es la máquina más eficiente que se haya creado. Al convertir calorías en gasolina una bicicleta obti… https://t.co/A5xM5kBtWE"
siata,Esta lluvia a esta hora sólo provoca que me estén consintiendo y dándome calor pero no estoy haciendo proyectos de aula.
siata,@EstfaniaGiral2 Mucho calor mija
siata,Está lloviendo y toda la cuestión pero que calor tan hpta
siata,Calorcito suave en Santa Fe De Antioquia Antioquia Colombia https://t.co/wi6sgkTGpH
siata,Este calor es tan gonorrea como mi ex.
siata,Que calorrrrr🤯.
siata,Que calor  tan asqueroso. 🔥😓 https://t.co/Yz3B9JHQJy
siata,Este clima de Medellín está como pa chocolatico de palmas
siata,Me estoy muriendo de frío Medellin y su clima bipolar 😞😱
siata,Medellin muy lindo muy rico el clima y todo pero ya me hace falta como un puesto de chuzo bien bacano.
siata,Clima deli😍 https://t.co/JzMy7dhY7b
siata,@Jerkoffmymind Exacto y más con este clima de hoy de Medellín
siata,Que clima el de ahora en medellin🤤🔝
siata,Domingo santo con un clima más bipolar que yo. https://t.co/cKbo2m1M3C
siata,Con tanta hambre y Medellín siempre luciéndose con el clima 🤦‍♀️
siata,Debería ser ilegal no tener con quien hacer plan arrunchis cuando hace un clima tan deli 🤦🏻‍♀️😩⛈
siata,Cae un diluvio pero sigue haciendo un calor infernal ¿por qué nos haces esto? @climademedellin
siata,Amo este clima
siata,Estos climas apenas son para este dia
siata,Amando este clima y creo que llovera mas
nosiata,Objetivos: Tenerte a mi lado besarte abrazarte y no soltarte. Obstáculos: Distancia tiempo clima nosotros el… https://t.co/R0GPxp2G2f
nosiata,Buen partido entre Medellín y Patriotas en el Atanasio. Lástima que el clima y quizá el cierre de Semana Santa cont… https://t.co/CukWfjZw28
siata,Amo tanto el clima de Medellín! 😍
nosiata,Governments have signed the Paris Climate Agreement and are implementing programs at the city level but what is th… https://t.co/tJhiLAPqVJ
nosiata,El clima laboral en una empresa debe permanecer en un ambiente de equilibrio para que los empleados se sientan a gu… https://t.co/KArV1uz5Xj
siata,Unos climas muy en la ciudad👌🏽
nosiata,Antes es que uno viaja chimba con éste clima https://t.co/8yy3ILR5SX
siata,Levantarse y ver este clima es motivo para no querer hacer nada
nosiata,Que viva Colombia juepu.... cuál clima prefieres? 😂😂😂😂😂 #colombia #weather #cool #everyday #beer… https://t.co/AB1Gyq0cg5
nosiata,El clima laboral en una empresa debe permanecer en un ambiente de equilibrio para que los empleados se sientan a gu… https://t.co/2LZ56jfMCJ
siata,Pero por qué estos climas con esta soledad 🤣😩
siata,Que clima tan pechiche ay naaaaa
siata,Amo la lluvia y el clima de esta hora en medellin
siata,@YuseDaza Debería ser ilegal ir a clase con este clima
siata,Este clima hoy en Medellín esta del putas !!!! 😎😎😎
siata,Voy a mandar a diseñar un atuendo... Mitad impermeable y la otra mitad para día de sol! Que climas estos
siata,Parce yo puedo extrañar mucho a mi pueblito pero estoy enamorada de Medellín de su cultura su acento su clima sus paisajes etc.😻😻
siata,Las mejores para este clima ! Mis botas de invierno @Burberry
siata,Día gris nublado y frío. ❄️☁️ #fotografia #fotografiacanon #canon #clima #paisaje… https://t.co/BAKEknfPtT
siata,Dios mío he visto tres paginas donde dan el clima y todas dicen cosas distintasssss en cuál creo???  😐😐😐
nosiata,El clima laboral en una empresa debe permanecer en un ambiente de equilibrio para que los empleados se sientan a gu… https://t.co/W0SctXYVfI
nosiata,#clima #weither #lluvia☔ #resfriado #mimitos #mimada #consentida #amor #amori #mirada #amorcito#abrazo… https://t.co/U7i9FlVdxt
siata,Gracias A Díos mañana no madrugo porque que clima para 🔝🌧😍
nosiata,According to the IDEAM climate normals a weather station on the west side of #Colombia southwest of Cali average… https://t.co/y29bTAOfJs
siata,El clima me ha colaborado en Medellín. Solo llovió anoche y hoy hace sol.😊
nosiata,Creating Markets for Climate Business: Mobilizing Private Sector Solutions https://t.co/d6btbvlmgL via @WorldBank
siata,Que delicia este clima por aquí 🌤
siata,Cuando el clima se pone así de loco es que empiezan esas tembladeras un día mucho frío y al otro mucho calor 🙄
siata,Climas como el de hoy me da dolor de cabeza me hace sudar estando sentado me hace sentir incómodo en cualquier co… https://t.co/SzPON7sDc3
siata,@Maggieeee_ Jum en las lejanías no llegan las nubes. Por acá sí llovió y todo el día.
nosiata,Las nubes descansan en la serranía... #JorgeOñate https://t.co/6wYQzT2JX9
siata, y el sol de Medellín?  - No se nos trajimos las nubes de Bogotá. 😂😂😂😂  #Friends @ Comuna 13… https://t.co/xY5Zfjpxwz
nosiata,Todo el dia mantengo en las putas nubes
nosiata,"""Llegar lejos no es estar por encima de las nubes sino debajo de ellas""  CRYING IN AMOR PLATÓNICO POR LA UCV"
siata,Nubes sobre el centro de Medellín hoy en la tarde 5:22 p.m. @luisyepesb @siatamedellin https://t.co/mhVIterp3y
nosiata,Soplar nubes grises para que tengas un buen día
nosiata,"""Jamás desesperes aún estando en las mas sombrías aflicciones pues de las nubes negras cae agua limpia y fecundante.""(Miguel de Unamuno)"
siata,Con estas nubes ⛅️ hermosas nos levantamos los paisas. Feliz comienzo de semana. https://t.co/MIaaJmUppD
siata,Mi mamá me dice que debemos salir rápido porque el pronóstico dice que habrán lluvias en la tarde.
siata,@larepublica_co Saben cual es el pronóstico del cierre?
siata,#Actualidad último  #PronósticoMeterológico #Colombia @IDEAMColombia @DNBomberosCol @RCUNDINAMARCA @UNGRD… https://t.co/a64MFB1Y8b
siata,@DCorbata @AzucenaCobos El post es de hace meses. Todos estos pronósticos son básicamente como el horóscopo. Mierda… https://t.co/oHQ8FiRTcK
siata,@DanielSamperO Y que de acuerdo a todos los pronósticos nos regresará porque la DIVISIÓN en el otro polo que podr… https://t.co/T371HHzqcL
nosiata,#NoticiasTM ((Al aire)) Eduardo Silva Meluk y Juan Carlos De La Cuesta dan su pronóstico para el clásico paisa del… https://t.co/M6EMW5fwmi
nosiata,@EduardoLuisFut uy si y un malazo pronóstico el peor rating para el mundial. https://t.co/fVlIv9zdkJ
siata,#AntioquiaCuenta | ¿Cómo está el tiempo en Antioquia? Compartimos el boletín del Centro Regional de Pronósticos y A… https://t.co/zjzNCdww8t
siata,#AntioquiaCuenta | ¿Cómo está el tiempo en Antioquia? Compartimos el boletín del Centro Regional de Pronósticos y A… https://t.co/SumJGkIAYd
siata,#AntioquiaCuenta | ¿Cómo está el tiempo en Antioquia? Compartimos el boletín del Centro Regional de Pronósticos y A… https://t.co/ffsa14rJBm
siata,Acabamos de encontrar la temperatura más cercana al cero absoluto la temperatura más fría en el universo. https://t.co/TgrQO0urfb
siata,Se trata de intervenciones con plantas en su mayoría trepadoras que ayudan a regulan la temperatura absorben con… https://t.co/7MH68gRHpZ
siata,La temperatura - Hermanos Lebrón.
nosiata,Dile no a los problemas de humedad con nuestros productos de alta calidad. Promatel es todo en impermeabilizantes.… https://t.co/M6DRp1H5E4
nosiata,Evite humedades en techos y paredes impermeabilice con nuestros productos. Promatel es todo en Impermeabilizantes.… https://t.co/C7wL0ua14w
nosiata,Promatel es la solución perfecta para los problemas de goteras y humedad. Evite que sus proyectos se vean afectados… https://t.co/g8gRPhDdMD
siata,Aquí truena y suenan las paredes del apto no me imagino un temblor.😦
siata,mero temblorsete...
siata,Sintieron el temblor?????? 😱
siata,No me perdí el temblor
siata,Por fín me doy cuenta de un Temblor
siata,Gonorreaaaaaaa de las poquitas veces que siento un temblor
siata,Temblor en Medellín @sgcol
siata,Gracias al temblor que acaba de hacer lo que la alarma no pudo desde las 8am 😂😂
siata,Buen temblor en Medellín
siata,Mero temblor maricaaaa!!!!
siata,Que hp temblor
siata,Sintieron el temblor 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️
siata,weeeee sabroso el #Temblor desde #Medellin
siata,Reporto #Temblor menor en Medellín @Telemedellin @Teleantioquia
siata,Marica yo me asusto tanto con los temblores 😓😓
siata,Carajo ahora si sentí el temblor fuerte #Temblor
siata,Qué temblor tan hijueputa! Desde un piso alto nada envidiable!
siata,Temblorrrrr
siata,Que temblor!!!
siata,Parce estar acostada y sentir un temblor es lo más repelle 😤
nosiata,Señores el temblor se debe a una cosa: llegó #Thanos #ThanosIsComing https://t.co/nbhsQI35J6
siata,Eso de que los animales sienten los temblores antes. Bullshit. Mis gatos foquiados y esta vaina moviéndose re duro.
siata,@valen990726 Si siempre se sintió duro pero fue rápido el temblor
siata,Tembló en Medellín o me enloquecí? #Temblor
siata,Temblor de tierra @Redsismologica
siata,#temblor en Medellín.
siata,#Temblor que cosa más fuerte 😬
siata,Creí estar navegando  en el #Monarch pero no es un temblor!!!
nosiata,Volvamos Trending topic CORRAN JUEPU MEASUSTÉ cualquier cosa que no sea temblor... Seamos innovadores cambiemos un poquito! 😂
siata,Vaya!!!! Pero qué temblor se acaba de sentir a esta hora en Medellín. ⛰⛰🗺
siata,Sintió ese temblor tu puta madre porque yo no.
siata,Como largo el #Temblor no?
siata,Nunca siento los temblores  #Temblor
siata,Vivo en un piso 18 y no sentí el #Temblor. #quehayderaroenmi
siata,RT si te dan muchoooooo miedo los temblores 🐓🐓🐓
siata,Gracias a Dios con este #temblor no le paso nada a las copas internacionales del DIM
siata,A mí me gustan los temblores 😒
siata,Así como cuando sientes un temblor en el piso 12 bueno así mismo https://t.co/5oZ9X3gTVs
siata,Duró mucho ese temblor en Medellín!
siata,Se sintió fuerte el temblor en medellin
siata,Tan raro que yo no sienta los temblores
siata,La gente que no sintió el temblor esta muerta. Nea a mi casi me tira de la cama.
siata,Dioj tembló tomemoslo como un sacudon para este lunes #Temblor
siata,Fuerte #temblor de tierra se sintió en #Antioquia via @elcolombiano #medellin https://t.co/QML47M9rQR
siata,O no descartemos que el temblor haya sido ocasionado por @german_vargas pegándole un coscorrón a un escolta. Ese sí que tiene mano firme.
siata,Ok primera vez en la vida que siento un temblor tan fuerte.
siata,#TemblorMedellín #magnitud4.9 #Fuertecito https://t.co/s8vVqkT0UP
siata,El temblor más duro y largo de lo que lleva el 2018  un día después del día de la tierra que gran manera de que… https://t.co/pyQBj3hHKO
siata,@NoticiasCaracol Ojalá ese #temblor te haya movido ese corazón de piedra que tienes. ¡Maldita!
siata,No sentí el temblor aquí en Medellín y eso que soy un sismógrafo andante.
siata,#Temblor no lo sentí 😐😐😐
siata,@NoticiasCaracol Pasos del #Temblor - Tiembla  - No lo cree  - Va a Twitter y Mira que es verdad. - Entra en pánico… https://t.co/vtqFDfyPvP
siata,¿El epicentro del temblor fue la Secretaría de Comunicaciones de la Alcaldía de Medellín?
nosiata,@elpaiscali Me acabo de tirar un pedo que generó un gran temblor. Sigan en estudio...
nosiata,Los CM deberian de aprenderle a los temblores solo con unos segundos ya se es tendencia sin la necesidad de insult… https://t.co/MURjCs8MSG
siata,"¿Cuál será la ""magnitud"" del #Temblor en @AlcaldiadeMed? #FicoResponda @lasillapaisa https://t.co/4GTk8bEmy7"
siata,Jmmm que hijueputa temblor.
siata,Hoy sentí el segundo temblor de mi vida. El primero fue cuando te conocí... me tembló el kokoro bebé. 😏
siata,No entiendo porque siempre me tocan los temblores sola en mi casa!!😭
siata,Hablemos del temblor tan brutal.
siata,#Temblor https://t.co/nVHGQJv24s
siata,Cómo diablos hace la gente que escribe en el momento mismo de un #temblor... Será que es más importante salir de pr… https://t.co/EN8ufBkyDS
siata,Estuvo fuerte el temblor pero nada me movió la tierra tanto como el haber coincidido con vos @Kathe_Beard
siata,QUE HIJUEPUTA TEMBLOR.....
siata,Como cada vez que hay #temblor en Colombia https://t.co/GojfMkzgN0
siata,Como se movía el edificio #temblor 😅
siata,Cuando el epicentro de un #temblor en Colombia no es en Santander https://t.co/mykMTHjTJO
siata,Reportan sismo de magnitud 6.2 con epicentro en Manizales - Caldas. En Medellin también lo sentimos #Temblor
nosiata,Sentimos el #Temblor pero tranquilos los televisores no se nos cayeron https://t.co/rqQZ86fTsF
siata,A las 10:42 de la mañana de este lunes un fuerte temblor de tierra sacudió por unos cuantos segundos el área metrop… https://t.co/7MrW5b9X0w
siata,Yo y esa bendita costumbre de no sentir temblores...
siata,Yo con el temblor https://t.co/FNw7Fkzbxi
siata,El #Temblor con epicentro en Manizales y magnitud 62 no fue más destructivo por la alta profundidad: más de 110 k… https://t.co/IJTqm4h6Gq
nosiata,@camiladaleman La necesidad de meterle política a todo ¿ahora resulta que van a erradicar también los temblores qu… https://t.co/fPoeyxr0L3
siata,Así como cuando casi te cae el tv en la cara por el temblor buwnonasi
siata,Yo nunca siento ningún hijueputaaaaaaa temblor de mierda.
nosiata,De 5-6 segundos el remezón 10:42am #temblor https://t.co/b9PTypqror
nosiata,Estuvo fuerte el temblor tenemos una buena noticia. Las copas internacionales del @DIM_Oficial siguen intactas.… https://t.co/NmWeQtHkRy
nosiata,Este #Temblor ha sido patrocinado por la agenda gay castrochavista https://t.co/nI6RsVJWJe
siata,La gente que no a superado el temblor de ahora vienen de Facebook o qué.
nosiata,Tu novia la experta en temblores. https://t.co/83mOWKBQFm
siata,El #Temblor de esta madrugada en Medellín también se sintió pero muy leve https://t.co/K8NZxsOr4M
siata,Este otro fue el #Temblor de anoche en Medellín... Este Sí lo sentí la cama se movió https://t.co/2OZVfG6SlY
siata,¿Los que viven en Medellín sintieron el temblor?  Yo no sentí  nada
nosiata,El temblor de hoy me hizo caer en tus mentiras.
siata,Tembló? Temblor? Temblores? Wtf? Yo no sentí un carajo
siata,"Las encuestas en RCN son de tipo: ¿sintió el temblor? -Sí: 12% -No: 8% -Iván Duque: 80%"" siataEstaba dormida así que sorry no se que  ue del temblor."
nosiata,Y santos dijo que “ese tal temblor no existe no existió” https://t.co/hi4NFvLsC9
nosiata,En vez de asustarse corre a ver quien sale empeloto o en toalla jejejej #cosasdelavida #temblor… https://t.co/PRoyhCDOAz
siata,¿Como así su hubo temblor?jajajajajajaja😐😐😐
siata,Diario hablan de temblores y yo hace como mil años que sentí el último 😂
siata,Todo el mundo hablando del temblor y a mí que nada me mueve el piso...
nosiata,Ni con este temblor se movieron tus ganas de amarme.
nosiata,@Anacaonna Uff está mañana lo celebre ni me di cuenta del temblor.
nosiata,"""Dejen de mandar bobadas porfis  #Temblor Según la Nasa La tierra tembló porque la llamaron a testificar contra el expresidente."
siata,Shit! Estoy en un piso 12. Calmate terremoto.
siata,#NoticiasTM ((Al aire)) Reporte desde el barrio Zamora con la información sobre el desbordamiento de la Quebrada Ca… https://t.co/av2apynl1x
siata,#NoticiasTM Una vivienda resultó afectada tras incendio en San Cristóbal. https://t.co/gFhmPoY2zM
nosiata,Cuando mi abuelo estaba vivo un Dis de los inocentes salió por todo el edificio a las 2 am gritando incendio. Todo… https://t.co/qgmHbGST3R
nosiata,@VickyDavilaH Esa es La Paz de @JuanManSantos. Volvió los secuestros la delincuencia los incendios de vehiculos… https://t.co/hCfIi9Ep8n
nosiata,7:52pm 'Sigo sin saber nada de vos en este incendio'.
siata,Una imagen vale más que mil palabras! Los bomberos q están listos para intentar apagar este incendio son: roy bene… https://t.co/J9tRgIPkoR 
siata,Incendio sin controllleva más de una hora. https://t.co/Qvw2nyZgVa
siata,Vía Rionegro - El Carmen cerrada por enorme incendio   tomar precauciones y otras vías  La seguiremos pasando  tomar
siata,Foto tomada desde la vereda Vargas Pantanillo del municipio de El SANTUARIO del grave incendio ocurrido en la vía… https://t.co/3CUy7F77Zx
siata,Nada que se apaga el incendio. Que mas sera necesario para el cierre de esta industria que solo trae miseria a nues… https://t.co/sTbFELzOmJ
siata,Buenas noches @Teleantioquia ¿Porque no se ha informado nada acerca del incendio en @ElCarmenV que ya lleva 3 días… https://t.co/sM9KotXQMr
siata,Equipos de alarmas contra incendio. Sistema de Protección Detección y Extinción de Incendios. https://t.co/qncMnZNFrF
siata,Incendio en Medellín? https://t.co/lxqMANyvDa
siata,Tan poeta para decir que hay un incendio en el centro en San Juan con la oriental y hay un caos ni el hijueputa de… https://t.co/J2eBbZzfnE
siata,El mero incendio. https://t.co/QWpqCoTV1i
siata,El incendio a esta hora en el#CentroDeMedellin se presenta en una fábrica de pinturas. #NoticiaEnDesarrollo https://t.co/uvKWM6tKCv
siata,Cuando es #DiaSinCarroySinMoto en Medellín pero un incendio de una bodega de pinturas aumenta  las emisiones conta… https://t.co/roacu1c46Y
siata,#NoticiasTM Incendio de grandes proporciones en el centro de Medellín https://t.co/mN5qRh8j0u
siata,Día sin Carro y se presenta este incendio... ahí toda la limpieza del ambiente se va a perder... https://t.co/cb58BXYMuM
siata,Cuando es #DiaSinCarroySinMoto en Medellín pero un incendio de una bodega de pinturas aumenta  las emisiones conta… https://t.co/aZFfdWlTpx
siata,@hora13noticias @NoticiasCaracol @Teleantioquia así se ve el incendio de la calle San Juan desde Bello. https://t.co/Y6bDE3x2Ci
siata,QUE VÍDEO DE ANGUSTIANTE EL DE LOS BOMBEROS COMBATIENDO EL INCENDIO DE LA ALPUJARRA! Son unos héroes @DAGRDMedellin… https://t.co/SoxMH4vl60
siata,Yo viendo en noticias que hay 13 heridos en el incendio de la Alpujarra en Medellín la mayoría bomberos… https://t.co/HcrJWWQMFf
siata,#AvanceInformativo A esta hora se presenta un incendio en el sector Palacé en una fábrica de de pinturas. Hasta el… https://t.co/oIjhJoTJtp
siata,Día sin carro incendio en la Oriental papitas en la U partido del verde en libertadores. Que día agitado (?)
siata,El radar del @siatamedellin captó la señal del humo del incendio de la San Juan sector Alpujarra en Medellín… https://t.co/X2ti2g44Cv
siata,Incendio en Medellín https://t.co/RT2qVjHOUH
siata,Gran incendio ocurrido en medellín varios heridos acá en la clínica soma ya estamos colapsados derivar a otras inst… https://t.co/CJl4W3Za67
siata,16 personas heridas 14 bomberos del @DAGRDMedellin y 2 civiles en el incendio de la Alpujarra cerca a la San Juan… https://t.co/q2gz3VAS3F
siata,Incendio  por San juan vemos los carros de bomberos  y los jugadores del  América https://t.co/zlKP2jYRzF
siata,#NoticiasTM Hasta el momento se desconocen las causas que originaron el incendio. https://t.co/mN5qRh8j0u https://t.co/YY9OtASbbW
siata,Agentes de tránsito ayudan a retirar derrumbe el cual obstruye parte de un carril en la vía al mar. Km 6 sector Pal… https://t.co/mGKCDlipAn
siata,Se logra despejar la vía gracias al trabajo de los agentes de tránsito y @EMCALIoficial la cual presentaba derrumbe… https://t.co/LBwspWWue6
nosiata,Que se derrumbe la universidad y nos aprueben todas las materias 🙃
nosiata,Y voy a seguir luchando sin importar cuántas veces me derrumbe No voy a parar siempre me… https://t.co/5pI8aEmRUE
nosiata,La creciente- Rafael Orozco https://t.co/LvUj34zBdD
nosiata,Una solución para poder alimentar una creciente población global: las algas! https://t.co/GOjuX6jBxu (@wef)… https://t.co/mhuZ2mhVQV
nosiata,O sea que termina siendo un animal de ocho patas: Porque su creciente enredo judicial en la CSJ ha de repercutir en… https://t.co/MBZoxQECka
nosiata,@gash276 A mí la pasta me gusta y mucho pero el arroz le gana. Me gusta frío caliente tibio recién hecho del día anterior etc.
siata,Tengo demasiado frío😩
siata,Oigan qué es este perro frío que está haciendo en Medellín?????
siata,Yo like masoquista aguantando frío en el balcón tomando cafe 😒
siata,De verdad... Hay mucho frío o es que me esta dando fiebre xq estoy temblando mucho 😞
siata,Por fin un poco de frío en Medellín😌
siata,Muchachos ¿y si nos vamos en combo y nos tomamos un chocolate en las Palmas con arepita pa este frío? https://t.co/cMxJO2cxTx
siata,Este frío esta como para hacer cosas calientes...como una aguapanelita...obvio.
siata,Mi lógica es tan hermosa que salí a comprar comida para este frío estar en la cama tragando como cerdo pero termin… https://t.co/d6asQBNnDw
siata,Volviendo de vacaciones de semana santa con 1 frío tremendo pero tu voz de ángel da calor @dirtydahiana en esta noc… https://t.co/kxbbvibeTy
siata,Antojos de estos fríos gomitas helado y comida chatarra 🤤 🐷🤦🏻‍♀️
siata,Por aca en evg aguantando frío
siata,Y es súper extraño porque aquí no hace frío nunca! Pero ya van 4 días seguidos que no para de llover y el frío ni te digo pues..
siata,Con este día lluvioso y frío Necesito un abrazo tuyo.
nosiata,@informacionST Y que beso tan frío supuestamente de dos personas que se amansolo unirse los labios y apretarse es… https://t.co/SQnL2R8CGq
siata,Domingo con frío y lluvia...solo Netflix con una cobija entienden de esto😴📺🌧
nosiata,@SeriesTurcasMex @marthar290766 Que beso tan frío y triste de dos seres que dicen amarsen.
nosiata,@depresifamaiyi Que beso tan fríocalculador esperar 41 capitulo por este beso tan ..de dos personas adultas que dicen amarsen.
siata,Para el frío!!!! en Rionegro Antioquia https://t.co/ritDQWsJhj
siata,Qué frío más miedoso🤐
siata,Uno porque es muy exigente con el equipo pero con ese aguacero ese frío y la altura yo no salía a jugar el ST.
siata,Me estoy muriendo lentamente del frío.
siata,¿Si los días fríos no son para peliculiar entonces para que son?
siata,Que frío tan triple ijueputa 
siata,Hugo No es que hace 5 años hiciera menos frío si no hace 5 años era menos viejo 🙄 @cesaralo @diegonoticia  #DuvánGol
siata,El primer fallo que tuve fue morirme de frío y ser el abrigo de todos menos el mío.
siata,Este frío de Medellín me pega unas deprimidas.
nosiata,Frío sin lugar a dudas #PremiosMTVMiaw2018 #MTVBRKPOPBTS @BTS_twt https://t.co/RNA2yYEMJq
nosiata,Hoy es de esos días en que la soledad estorba y el frío quema 😖
siata,Estas noches de frío sin café porque eres intolerante a la cafeína. 😟
nosiata,@iebschool Produce escalofríos esa cantidad de tecnicismos que para la gente del omún son galimatías. Lo que hace… https://t.co/1GTOlGcS8y
siata,Tengo mucho frío
siata,Qué hpta frío guevon !
siata,Tercer día tullida de frío. 15 grados y neblina.
siata,Amo los días fríos. https://t.co/PtvPjjwkNM
siata,Será que el frío no será suficiente motivo para este antojo de vino que tengo.
nosiata,Ah y el triunfo de anoche es para ti pecho frío @TeoGutierrez_29 gallina puta la puta que te parió
siata,Buen día que frío tan hpta y que sueño
siata,Gonorrea que es este frío tan doloroso. 😢❄
siata,Buenos fríos días
siata,@ConyAlva1 Jajajajjaa me fascina el frío doy gracias a Dios por no haber nacido en clima caliente como hacen para… https://t.co/gZD8SXuBO7
siata,@Romana_FARC @ConyAlva1 A Conycita yo estoy con mi chaquetica feliz con el frío.
siata,@Mahencla @ConyAlva1 Días soleados en Medellín y climas fríos  para trabajar. El sol al lado del mar rico para trabajar una costeña más.
nosiata,#Rack para Baterías. Fabricados en perfilería estructural y acero laminado en frío. Tapas laterales puerta trasera… https://t.co/BIq2bwkIDx
nosiata,Argentino frío hijo de mil putas la vas a pagar
siata,@daniel27893 Debería salir y romperla pero no bastante frío.
nosiata,Muévete  pecho frío llevamos 10 años para que seas la  revelación y te quedo grande  esa camisa https://t.co/85ISJVMUBg
nosiata,Ese Jhon Cena vs The Undertaker más flojo que el pecho frío de Rodin Quiñonez hoy en cancha.
nosiata,Aquí explicando a Michelle que uno se puede poner el poncho cuando tiene frío no sólo en feria. https://t.co/uYzgoqY8iF
nosiata,@DIM_Oficial los odio fríos de mierda no jugaron a nada ellos tampoco y aún así se dejaron ganar.
siata,Oeee devuelvanme el frío. Este calorcito no me gusta:(
siata,Lo chimba de este frío tan hp es que me puedo disfrutar de un buen café.
siata,Qué putas ganas de mi cobija piernipeluda pa entrepierniculiarnos sabroso con este frío 😏
siata,¡Que gonorrea de frío!
siata,Cada día soporto más el frío.
siata,Que hijueputa frío gonorrea 😭
siata,Después de vivir 2 días volteando por las calles de Bogotá el frío de Medellín no me hace ni cosquillas! 😎
siata,8:51 de la mañana y yo: Me quedé dormida anoche y no estudié.Me vine en vestido y hace mucho frío.Me fue mal en un parcial.Me irá mal.
nosiata,¡QUE FRÍO!  *daña el aire acondicionado de la oficina*
nosiata,@juanse_rv95 Ahhhh pero hizo de todo🤔🤔. El jugador más pecho frío de los 22 que habían en cancha😂
nosiata,@stevenarce Haz la comparación de en fases eliminatorias cuantos ha hecho....y ahí si que quedamos fríos con el bajo rendimiento...
nosiata,Barcelona hoy decepción total pecho fríos todos sin alma sin carácter bien eliminado que tristeza
siata,Jueputa frío!
siata,Días fríos para el alma.
